Nucleo;Codtalhao;Ciclo;Rotacao;NumParcela;NumMedicao;CodTipoInventario;AnoRef;NumArvore;Arvore;SituacaoFuste;DescSituacaoFuste;Dap;AltMed
SP1;51B047;1;2;3;3;3;2001;35;27;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;3;3;2001;41;31;N;Normal;10,89999962;NA
SP1;51B047;1;2;3;3;3;2001;47;35;N;Normal;19;NA
SP1;51B047;1;2;3;3;3;2001;53;40;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;3;3;2001;59;45;N;Normal;16,29999924;NA
SP1;51B047;1;2;3;3;3;2001;65;50;T;Falha Brotacao ;NA;NA
SP1;51B047;1;2;3;3;3;2001;71;55;T;Falha Brotacao ;NA;NA
SP1;51B047;1;2;3;4;3;2002;6;4;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;4;3;2002;12;10;N;Normal;20,60000038;26,10000038
SP1;51B047;1;2;3;4;3;2002;18;15;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;4;3;2002;24;19;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;4;3;2002;30;24;N;Normal;15,5;NA
SP1;51B047;1;2;3;4;3;2002;36;28;N;Normal;14,89999962;NA
SP1;51B047;1;2;3;4;3;2002;42;31;N;Normal;14,69999981;NA
SP1;51B047;1;2;3;4;3;2002;48;35;N;Normal;19,79999924;NA
SP1;51B047;1;2;3;4;3;2002;54;40;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;4;3;2002;60;45;N;Normal;18,10000038;NA
SP1;51B047;1;2;3;4;3;2002;66;50;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;4;3;2002;72;55;T;Falha Brotacao ;NA;NA
SP1;51B047;1;2;3;5;3;2003;6;4;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;5;3;2003;12;10;N;Normal;21;26
SP1;51B047;1;2;3;5;3;2003;18;15;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;5;3;2003;24;19;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;5;3;2003;30;24;N;Normal;16;NA
SP1;51B047;1;2;3;5;3;2003;36;28;N;Normal;14,39999962;NA
SP1;51B047;1;2;3;5;3;2003;42;31;N;Normal;15;NA
SP1;51B047;1;2;3;5;3;2003;48;35;N;Normal;20,89999962;NA
SP1;51B047;1;2;3;5;3;2003;54;40;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;5;3;2003;60;45;N;Normal;19,20000076;NA
SP1;51B047;1;2;3;5;3;2003;66;50;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;5;3;2003;72;55;T;Falha Brotacao ;NA;NA
SP1;51B047;1;2;3;6;3;2004;6;4;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;6;3;2004;12;10;N;Normal;21,3;26,9
SP1;51B047;1;2;3;6;3;2004;18;15;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;6;3;2004;24;19;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;6;3;2004;30;24;N;Normal;16,8;NA
SP1;51B047;1;2;3;6;3;2004;36;28;N;Normal;14,5;NA
SP1;51B047;1;2;3;6;3;2004;42;31;N;Normal;15,3;NA
SP1;51B047;1;2;3;6;3;2004;48;35;N;Normal;21,8;NA
SP1;51B047;1;2;3;6;3;2004;54;40;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;6;3;2004;60;45;N;Normal;19,6;NA
SP1;51B047;1;2;3;6;3;2004;66;50;F;Falha Plantio;NA;NA
SP1;51B047;1;2;3;6;3;2004;72;55;F;Falha Plantio;NA;NA
SP1;51B047;2;1;3;2;3;2007;6;6;H;Dominante;12,9;15,4
SP1;51B047;2;1;3;2;3;2007;12;12;N;Normal;8,9;14,2
SP1;51B047;2;1;3;2;3;2007;18;18;N;Normal;11,8;NA
SP1;51B047;2;1;3;2;3;2007;24;24;H;Dominante;11,9;15,7
SP1;51B047;2;1;3;2;3;2007;30;30;N;Normal;6,7;NA
SP1;51B047;2;1;3;2;3;2007;36;36;N;Normal;6,5;NA
SP1;51B047;2;1;3;2;3;2007;42;42;D;Dominada ;NA;NA
SP1;51B047;2;1;3;2;3;2007;48;48;N;Normal;10,1;NA
SP1;51B047;2;1;3;2;3;2007;54;54;N;Normal;11,8;NA
SP1;51B047;2;1;3;3;3;2008;5;5;N;Normal;10,4;16,4
SP1;51B047;2;1;3;3;3;2008;11;11;N;Normal;12;17,7
SP1;51B047;2;1;3;3;3;2008;17;17;N;Normal;14,3;NA
SP1;51B047;2;1;3;3;3;2008;23;23;N;Normal;13,6;NA
SP1;51B047;2;1;3;3;3;2008;29;29;N;Normal;10,9;NA
SP1;51B047;2;1;3;3;3;2008;35;35;N;Normal;9,3;NA
SP1;51B047;2;1;3;3;3;2008;41;41;D;Dominada ;NA;NA
SP1;51B047;2;1;3;3;3;2008;47;47;N;Normal;10,7;NA
SP1;51B047;2;1;3;3;3;2008;53;53;N;Normal;9,3;NA
SP1;51B047;2;1;3;4;3;2009;4;4;F;Falha Plantio;NA;NA
SP1;51B047;2;1;3;4;3;2009;10;10;N;Normal;9,5;16,7
SP1;51B047;2;1;3;4;3;2009;16;16;N;Normal;8,7;NA
SP1;51B047;2;1;3;4;3;2009;22;22;N;Normal;15,9;NA
SP1;51B047;2;1;3;4;3;2009;28;28;N;Normal;15,6;NA
SP1;51B047;2;1;3;4;3;2009;34;34;N;Normal;13;NA
SP1;51B047;2;1;3;4;3;2009;40;40;N;Normal;14,9;NA
SP1;51B047;2;1;3;4;3;2009;46;46;N;Normal;15;NA
SP1;51B047;2;1;3;4;3;2009;52;52;N;Normal;12;NA
SP1;51B047;2;1;3;5;3;2010;3;3;N;Normal;16,1;23,8
SP1;51B047;2;1;3;5;3;2010;9;9;H;Dominante;19,4;26,2
SP1;51B047;2;1;3;5;3;2010;15;15;N;Normal;8,9;NA
SP1;51B047;2;1;3;5;3;2010;21;21;N;Normal;17,8;NA
SP1;51B047;2;1;3;5;3;2010;27;27;N;Normal;16,7;NA
SP1;51B047;2;1;3;5;3;2010;33;33;N;Normal;11,8;NA
SP1;51B047;2;1;3;5;3;2010;39;39;N;Normal;13,1;NA
SP1;51B047;2;1;3;5;3;2010;45;45;N;Normal;17,4;NA
SP1;51B047;2;1;3;5;3;2010;51;51;N;Normal;12,9;NA
SP1;51B047;2;1;3;6;3;2011;2;2;E;Seca ponteiro;8,4;NA
SP1;51B047;2;1;3;6;3;2011;8;8;O;Tombada (solo);9,4;NA
SP1;51B047;2;1;3;6;3;2011;14;14;F;Falha Plantio;NA;NA
SP1;51B047;2;1;3;6;3;2011;20;20;N;Normal;14,4;24,8
SP1;51B047;2;1;3;6;3;2011;26;26;N;Normal;18,5;NA
SP1;51B047;2;1;3;6;3;2011;32;32;N;Normal;20;NA
SP1;51B047;2;1;3;6;3;2011;38;38;N;Normal;8,1;NA
SP1;51B047;2;1;3;6;3;2011;44;44;F;Falha Plantio;NA;NA
SP1;51B047;2;1;3;6;3;2011;50;50;N;Normal;8,7;NA
SP1;51B047;2;1;3;7;3;2012;1;1;N;Normal;20,6;27,6
SP1;51B047;2;1;3;7;3;2012;7;7;F;Falha Plantio;NA;NA
SP1;51B047;2;1;3;7;3;2012;13;13;O;Tombada (solo);12,1;NA
SP1;51B047;2;1;3;7;3;2012;19;19;N;Normal;7,2;NA
SP1;51B047;2;1;3;7;3;2012;25;25;D;Dominada ;5,8;NA
SP1;51B047;2;1;3;7;3;2012;31;31;N;Normal;19,7;NA
SP1;51B047;2;1;3;7;3;2012;37;37;N;Normal;17,5;NA
SP1;51B047;2;1;3;7;3;2012;43;43;N;Normal;10,8;NA
SP1;51B047;2;1;3;7;3;2012;49;49;F;Falha Plantio;NA;NA
SP1;51B047;2;1;3;7;3;2012;55;55;N;Normal;20,8;NA
SP1;51B047;2;1;3;8;3;2013;6;6;H;Dominante;22,9;30,9
SP1;51B047;2;1;3;8;3;2013;12;12;E;Seca ponteiro;12,1;NA
SP1;51B047;2;1;3;8;3;2013;18;18;H;Dominante;22,1;30,1
SP1;51B047;2;1;3;8;3;2013;24;24;N;Normal;21,8;NA
SP1;51B047;2;1;3;8;3;2013;30;30;N;Normal;9,3;NA
SP1;51B047;2;1;3;8;3;2013;36;36;N;Normal;7,9;NA
SP1;51B047;2;1;3;8;3;2013;42;42;N;Normal;6,8;NA
SP1;51B047;2;1;3;8;3;2013;48;48;N;Normal;18,1;NA
SP1;51B047;2;1;3;8;3;2013;54;54;H;Dominante;21,9;30,9
SP1;51B041;1;2;4;2;3;1999;3;3;T;Falha Brotacao ;NA;NA
SP1;51B041;1;2;4;2;3;1999;9;9;N;Normal;6;9,5
SP1;51B041;1;2;4;2;3;1999;15;15;T;Falha Brotacao ;NA;NA
SP1;51B041;1;2;4;2;3;1999;21;20;H;Dominante;13,5;17
SP1;51B041;1;2;4;2;3;1999;27;26;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;2;3;1999;33;31;N;Normal;7,5;NA
SP1;51B041;1;2;4;2;3;1999;39;36;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;2;3;1999;45;42;N;Normal;8;NA
SP1;51B041;1;2;4;2;3;1999;51;47;T;Falha Brotacao ;NA;NA
SP1;51B041;1;2;4;2;3;1999;57;53;N;Normal;7,5;NA
SP1;51B041;1;2;4;3;3;2000;4;4;N;Normal;14,80000019;19
SP1;51B041;1;2;4;3;3;2000;10;10;T;Falha Brotacao ;NA;NA
SP1;51B041;1;2;4;3;3;2000;16;16;N;Normal;12,60000038;NA
SP1;51B041;1;2;4;3;3;2000;22;21;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;3;3;2000;28;27;N;Normal;14,69999981;NA
SP1;51B041;1;2;4;3;3;2000;34;32;N;Normal;13,5;NA
SP1;51B041;1;2;4;3;3;2000;40;37;T;Falha Brotacao ;NA;NA
SP1;51B041;1;2;4;3;3;2000;46;43;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;3;3;2000;52;48;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;3;3;2000;58;54;N;Normal;6,800000191;NA
SP1;51B041;1;2;4;4;3;2001;5;5;T;Falha Brotacao ;NA;NA
SP1;51B041;1;2;4;4;3;2001;11;11;T;Falha Brotacao ;NA;NA
SP1;51B041;1;2;4;4;3;2001;17;17;N;Normal;10,69999981;NA
SP1;51B041;1;2;4;4;3;2001;23;22;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;4;3;2001;29;28;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;4;3;2001;35;33;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;4;3;2001;41;38;T;Falha Brotacao ;NA;NA
SP1;51B041;1;2;4;4;3;2001;47;44;N;Normal;14,30000019;NA
SP1;51B041;1;2;4;4;3;2001;53;49;H;Dominante;17,39999962;26,5
SP1;51B041;1;2;4;4;3;2001;59;55;N;Normal;15,69999981;NA
SP1;51B041;1;2;4;5;3;2002;6;6;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;5;3;2002;12;12;N;Normal;13,30000019;20,5
SP1;51B041;1;2;4;5;3;2002;18;17;N;Normal;14,10000038;NA
SP1;51B041;1;2;4;5;3;2002;24;23;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;5;3;2002;30;29;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;5;3;2002;36;34;N;Normal;9,199999809;NA
SP1;51B041;1;2;4;5;3;2002;42;39;N;Normal;12,5;NA
SP1;51B041;1;2;4;5;3;2002;48;44;H;Dominante;19,5;26,89999962
SP1;51B041;1;2;4;5;3;2002;54;50;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;6;3;2003;1;1;N;Normal;16,29999924;26,5
SP1;51B041;1;2;4;6;3;2003;7;7;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;6;3;2003;13;13;T;Falha Brotacao ;NA;NA
SP1;51B041;1;2;4;6;3;2003;19;18;N;Normal;4,900000095;NA
SP1;51B041;1;2;4;6;3;2003;25;24;F;Falha Plantio;NA;NA
SP1;51B041;1;2;4;6;3;2003;31;30;N;Normal;15,39999962;NA
SP1;51B041;1;2;4;6;3;2003;37;34;N;Normal;15,30000019;NA
SP1;51B041;1;2;4;6;3;2003;43;40;N;Normal;10,19999981;NA
SP1;51B041;1;2;4;6;3;2003;49;45;N;Normal;8,100000381;NA
SP1;51B041;1;2;4;6;3;2003;55;51;N;Normal;7,800000191;NA
SP1;51B042;1;2;4;1;3;1999;3;3;N;Normal;9,699999809;13,5
SP1;51B042;1;2;4;1;3;1999;9;6;T;Falha Brotacao ;NA;NA
SP1;51B042;1;2;4;1;3;1999;15;11;T;Falha Brotacao ;NA;NA
SP1;51B042;1;2;4;1;3;1999;21;16;N;Normal;9,899999619;NA
SP1;51B042;1;2;4;1;3;1999;27;21;N;Normal;8,5;NA
SP1;51B042;1;2;4;1;3;1999;33;26;T;Falha Brotacao ;NA;NA
SP1;51B042;1;2;4;1;3;1999;39;31;N;Normal;6,099999905;NA
SP1;51B042;1;2;4;1;3;1999;45;37;N;Normal;6,099999905;NA
SP1;51B042;1;2;4;1;3;1999;51;41;N;Normal;9,5;NA
SP1;51B042;1;2;4;1;3;1999;57;46;N;Normal;7,300000191;NA
SP1;51B042;1;2;4;1;3;1999;63;50;N;Normal;6;NA
SP1;51B042;1;2;4;1;3;1999;69;55;D;Dominada ;NA;NA
SP1;51B042;1;2;4;2;3;2000;6;4;N;Normal;12,89999962;20
SP1;51B042;1;2;4;2;3;2000;12;8;N;Normal;13,10000038;NA
SP1;51B042;1;2;4;2;3;2000;18;13;N;Normal;8,899999619;NA
SP1;51B042;1;2;4;2;3;2000;24;17;D;Dominada ;NA;NA
SP1;51B042;1;2;4;2;3;2000;30;23;F;Falha Plantio;NA;NA
SP1;51B042;1;2;4;2;3;2000;36;27;N;Normal;10,89999962;NA
SP1;51B042;1;2;4;2;3;2000;42;33;N;Normal;7,300000191;NA
SP1;51B042;1;2;4;2;3;2000;48;39;T;Falha Brotacao ;NA;NA
SP1;51B042;1;2;4;2;3;2000;54;43;T;Falha Brotacao ;NA;NA
SP1;51B042;1;2;4;2;3;2000;60;47;T;Falha Brotacao ;NA;NA
SP1;51B042;1;2;4;2;3;2000;66;51;F;Falha Plantio;NA;NA
SP1;51B042;1;2;4;3;3;2001;2;2;D;Dominada ;NA;NA
SP1;51B042;1;2;4;3;3;2001;8;5;H;Dominante;17,60000038;22,70000076
SP1;51B042;1;2;4;3;3;2001;14;10;N;Normal;5,199999809;NA
SP1;51B042;1;2;4;3;3;2001;20;14;N;Normal;6,599999905;NA
SP1;51B042;1;2;4;3;3;2001;26;19;F;Falha Plantio;NA;NA
SP1;51B042;1;2;4;3;3;2001;32;25;N;Normal;9,399999619;NA
SP1;51B042;1;2;4;3;3;2001;38;29;N;Normal;7,599999905;NA
SP1;51B042;1;2;4;3;3;2001;44;35;T;Falha Brotacao ;NA;NA
SP1;51B042;1;2;4;3;3;2001;50;40;H;Dominante;17,89999962;20,60000038
SP1;51B042;1;2;4;3;3;2001;56;44;F;Falha Plantio;NA;NA
SP1;51B042;1;2;4;3;3;2001;62;48;N;Normal;8,800000191;NA
SP1;51B042;1;2;4;3;3;2001;68;52;N;Normal;11,60000038;NA
SP1;51B042;1;2;4;4;3;2002;3;2;D;Dominada ;NA;NA
SP1;51B042;1;2;4;4;3;2002;9;5;H;Dominante;19,39999962;25,29999924
SP1;51B042;1;2;4;4;3;2002;15;10;N;Normal;5,699999809;NA
SP1;51B042;1;2;4;4;3;2002;21;14;N;Normal;6,800000191;NA
SP1;51B042;1;2;4;4;3;2002;27;19;F;Falha Plantio;NA;NA
SP1;51B042;1;2;4;4;3;2002;33;25;N;Normal;9,300000191;NA
SP1;51B042;1;2;4;4;3;2002;39;29;N;Normal;7,900000095;NA
SP1;51B042;1;2;4;4;3;2002;45;35;T;Falha Brotacao ;NA;NA
SP1;51B042;1;2;4;4;3;2002;51;40;N;Normal;16,5;NA
SP1;51B042;1;2;4;4;3;2002;57;44;F;Falha Plantio;NA;NA
SP1;51B042;1;2;4;4;3;2002;63;48;N;Normal;9;NA
SP1;51B042;1;2;4;4;3;2002;69;52;N;Normal;12,10000038;NA
SP1;51B042;1;2;4;5;3;2003;3;2;D;Dominada ;NA;NA
SP1;51B042;1;2;4;5;3;2003;9;5;H;Dominante;21,60000038;26,5
SP1;51B042;1;2;4;5;3;2003;15;10;N;Normal;6,300000191;NA
SP1;51B042;1;2;4;5;3;2003;21;14;N;Normal;7;NA
SP1;51B042;1;2;4;5;3;2003;27;19;F;Falha Plantio;NA;NA
SP1;51B042;1;2;4;5;3;2003;33;25;N;Normal;9,199999809;NA
SP1;51B042;1;2;4;5;3;2003;39;29;N;Normal;8;NA
SP1;51B042;1;2;4;5;3;2003;45;35;T;Falha Brotacao ;NA;NA
SP1;51B042;1;2;4;5;3;2003;51;40;H;Dominante;21,70000076;25
SP1;51B042;1;2;4;5;3;2003;57;44;F;Falha Plantio;NA;NA
SP1;51B042;1;2;4;5;3;2003;63;48;N;Normal;9;NA
SP1;51B042;1;2;4;5;3;2003;69;52;N;Normal;12,39999962;NA
SP1;51B042;1;2;4;6;3;2004;3;3;N;Normal;11,2;16
SP1;51B042;1;2;4;6;3;2004;9;6;F;Falha Plantio;NA;NA
SP1;51B042;1;2;4;6;3;2004;15;10;N;Normal;16;NA
SP1;51B042;1;2;4;6;3;2004;21;15;N;Normal;12,9;NA
SP1;51B042;1;2;4;6;3;2004;27;20;F;Falha Plantio;NA;NA
SP1;51B042;1;2;4;6;3;2004;33;25;N;Normal;15,8;NA
SP1;51B042;1;2;4;6;3;2004;39;30;D;Dominada ;NA;NA
SP1;51B042;1;2;4;6;3;2004;45;36;N;Normal;17,3;NA
SP1;51B042;1;2;4;6;3;2004;51;41;N;Normal;8;NA
SP1;51B042;1;2;4;6;3;2004;57;45;N;Normal;15,2;NA
SP1;51B042;1;2;4;6;3;2004;63;49;N;Normal;19,2;NA
SP1;51B042;1;2;4;6;3;2004;69;54;N;Normal;11,2;NA
SP1;51B042;2;1;4;2;3;2007;5;5;N;Normal;10;13,1
SP1;51B042;2;1;4;2;3;2007;11;11;N;Normal;8,7;NA
SP1;51B042;2;1;4;2;3;2007;17;17;N;Normal;10,3;NA
SP1;51B042;2;1;4;2;3;2007;23;23;N;Normal;10,5;NA
SP1;51B042;2;1;4;2;3;2007;29;29;N;Normal;10,3;NA
SP1;51B042;2;1;4;2;3;2007;35;35;N;Normal;9,7;NA
SP1;51B042;2;1;4;2;3;2007;41;41;N;Normal;9,3;NA
SP1;51B042;2;1;4;2;3;2007;47;47;N;Normal;10;NA
SP1;51B042;2;1;4;2;3;2007;53;53;N;Normal;9,1;NA
SP1;51B042;2;1;4;3;3;2008;4;4;N;Normal;11,5;17,3
SP1;51B042;2;1;4;3;3;2008;10;10;N;Normal;11,2;16
SP1;51B042;2;1;4;3;3;2008;16;16;N;Normal;11,2;NA
SP1;51B042;2;1;4;3;3;2008;22;22;Q;Queb. acima 3m;6,5;6,8
SP1;51B042;2;1;4;3;3;2008;28;28;N;Normal;11,2;NA
SP1;51B042;2;1;4;3;3;2008;34;34;N;Normal;11;NA
SP1;51B042;2;1;4;3;3;2008;40;40;N;Normal;10,4;NA
SP1;51B042;2;1;4;3;3;2008;46;46;N;Normal;11,4;NA
SP1;51B042;2;1;4;3;3;2008;52;52;H;Dominante;13,4;19,5
SP1;51B042;2;1;4;4;3;2009;3;3;N;Normal;13,4;18,6
SP1;51B042;2;1;4;4;3;2009;9;9;N;Normal;11,7;17,3
SP1;51B042;2;1;4;4;3;2009;15;15;N;Normal;13,3;NA
SP1;51B042;2;1;4;4;3;2009;21;21;H;Dominante;14,7;19,7
SP1;51B042;2;1;4;4;3;2009;27;27;N;Normal;12,7;NA
SP1;51B042;2;1;4;4;3;2009;33;33;N;Normal;11,7;NA
SP1;51B042;2;1;4;4;3;2009;39;39;N;Normal;12,9;NA
SP1;51B042;2;1;4;4;3;2009;45;45;N;Normal;11,7;NA
SP1;51B042;2;1;4;4;3;2009;51;51;F;Falha Plantio;NA;NA
SP1;51B042;2;1;4;5;3;2010;2;2;N;Normal;12,8;19,4
SP1;51B042;2;1;4;5;3;2010;8;8;N;Normal;12,5;19,7
SP1;51B042;2;1;4;5;3;2010;14;14;N;Normal;16;NA
SP1;51B042;2;1;4;5;3;2010;20;20;H;Dominante;16,2;22,5
SP1;51B042;2;1;4;5;3;2010;26;26;N;Normal;13,4;NA
SP1;51B042;2;1;4;5;3;2010;32;32;N;Normal;14;NA
SP1;51B042;2;1;4;5;3;2010;38;38;N;Normal;14,7;NA
SP1;51B042;2;1;4;5;3;2010;44;44;N;Normal;12,4;NA
SP1;51B042;2;1;4;5;3;2010;50;50;N;Normal;13,4;NA
SP1;51B042;2;1;4;6;3;2012;1;1;N;Normal;12,2;19,2
SP1;51B042;2;1;4;6;3;2012;7;7;N;Normal;13,6;20,7
SP1;51B042;2;1;4;6;3;2012;13;13;F;Falha Plantio;NA;NA
SP1;51B042;2;1;4;6;3;2012;19;19;H;Dominante;18,3;25,6
SP1;51B042;2;1;4;6;3;2012;25;25;N;Normal;12,7;NA
SP1;51B042;2;1;4;6;3;2012;31;31;N;Normal;16;NA
SP1;51B042;2;1;4;6;3;2012;37;37;N;Normal;15,1;NA
SP1;51B042;2;1;4;6;3;2012;43;43;N;Normal;15,7;NA
SP1;51B042;2;1;4;6;3;2012;49;49;N;Normal;12,4;NA
SP1;51B042;2;1;4;6;3;2012;55;55;N;Normal;8,2;NA
SP1;51B043;2;1;4;2;3;1999;1;1;N;Normal;10;15
SP1;51B043;2;1;4;2;3;1999;7;7;N;Normal;9;13,5
SP1;51B043;2;1;4;2;3;1999;13;13;F;Falha Plantio;NA;NA
SP1;51B043;2;1;4;2;3;1999;19;19;N;Normal;8;NA
SP1;51B043;2;1;4;2;3;1999;25;25;N;Normal;8,5;NA
SP1;51B043;2;1;4;2;3;1999;31;31;N;Normal;10,5;NA
SP1;51B043;2;1;4;2;3;1999;37;37;N;Normal;11;NA
SP1;51B043;2;1;4;2;3;1999;43;43;N;Normal;7;NA
SP1;51B043;2;1;4;2;3;1999;49;49;N;Normal;6;NA
SP1;51B043;2;1;4;2;3;1999;55;55;N;Normal;9;NA
SP1;51B043;2;1;4;3;3;2000;6;6;N;Normal;14;17,5
SP1;51B043;2;1;4;3;3;2000;12;12;H;Dominante;14,89999962;18
SP1;51B043;2;1;4;3;3;2000;18;18;N;Normal;11,89999962;NA
SP1;51B043;2;1;4;3;3;2000;24;24;N;Normal;11,69999981;NA
SP1;51B043;2;1;4;3;3;2000;30;30;N;Normal;14;NA
SP1;51B043;2;1;4;3;3;2000;36;36;F;Falha Plantio;NA;NA
SP1;51B043;2;1;4;3;3;2000;42;42;N;Normal;8,5;NA
SP1;51B043;2;1;4;3;3;2000;48;48;N;Normal;11,39999962;NA
SP1;51B043;2;1;4;3;3;2000;54;54;N;Normal;11,89999962;NA
SP1;51B043;2;1;4;4;3;2001;5;5;N;Normal;8,100000381;14,39999962
SP1;51B043;2;1;4;4;3;2001;11;11;N;Normal;14,39999962;NA
SP1;51B043;2;1;4;4;3;2001;17;17;N;Normal;14,80000019;NA
SP1;51B043;2;1;4;4;3;2001;23;23;N;Normal;14,39999962;NA
SP1;51B043;2;1;4;4;3;2001;29;29;F;Falha Plantio;NA;NA
SP1;51B043;2;1;4;4;3;2001;35;35;N;Normal;12,5;NA
SP1;51B043;2;1;4;4;3;2001;41;41;N;Normal;10,19999981;NA
SP1;51B043;2;1;4;4;3;2001;47;47;N;Normal;12,19999981;NA
SP1;51B043;2;1;4;4;3;2001;53;53;N;Normal;12,80000019;NA
SP1;51B043;2;1;4;5;3;2002;4;4;H;Dominante;18,10000038;26,60000038
SP1;51B043;2;1;4;5;3;2002;10;10;N;Normal;12,60000038;NA
SP1;51B043;2;1;4;5;3;2002;16;16;N;Normal;10,60000038;NA
SP1;51B043;2;1;4;5;3;2002;22;22;N;Normal;16,20000076;NA
SP1;51B043;2;1;4;5;3;2002;28;28;N;Normal;11,80000019;NA
SP1;51B043;2;1;4;5;3;2002;34;34;N;Normal;15,19999981;NA
SP1;51B043;2;1;4;5;3;2002;40;40;N;Normal;14,19999981;NA
SP1;51B043;2;1;4;5;3;2002;46;46;N;Normal;14,30000019;NA
SP1;51B043;2;1;4;5;3;2002;52;52;N;Normal;13;NA
SP1;51B043;2;1;4;6;3;2003;3;3;N;Normal;5,800000191;12,69999981
SP1;51B043;2;1;4;6;3;2003;9;9;F;Falha Plantio;NA;NA
SP1;51B043;2;1;4;6;3;2003;15;15;N;Normal;14,89999962;NA
SP1;51B043;2;1;4;6;3;2003;21;21;N;Normal;12,10000038;NA
SP1;51B043;2;1;4;6;3;2003;27;27;N;Normal;10,5;NA
SP1;51B043;2;1;4;6;3;2003;33;33;N;Normal;14,89999962;NA
SP1;51B043;2;1;4;6;3;2003;39;39;A;Bifurcada Acima;17,70000076;NA
SP1;51B043;2;1;4;6;3;2003;45;45;N;Normal;9,100000381;NA
SP1;51B043;2;1;4;6;3;2003;51;51;H;Dominante;19,20000076;28,39999962
SP1;51B046;2;1;4;1;3;2004;3;3;N;Normal;20,1;31,6
SP1;51B046;2;1;4;1;3;2004;9;9;N;Normal;18,8;NA
SP1;51B046;2;1;4;1;3;2004;15;15;N;Normal;15,6;NA
SP1;51B046;2;1;4;1;3;2004;21;21;F;Falha Plantio;NA;NA
SP1;51B046;2;1;4;1;3;2004;27;27;N;Normal;15,8;NA
SP1;51B046;2;1;4;1;3;2004;33;33;F;Falha Plantio;NA;NA
SP1;51B046;2;1;4;1;3;2004;39;39;N;Normal;22,3;NA
SP1;51B046;2;1;4;1;3;2004;45;45;N;Normal;14,8;NA
SP1;51B046;2;1;4;1;3;2004;51;51;N;Normal;16,4;NA
SP1;51B047;1;2;4;1;3;1999;3;2;N;Normal;10,89999962;16
SP1;51B047;1;2;4;1;3;1999;9;6;N;Normal;9,800000191;14,5
SP1;51B047;1;2;4;1;3;1999;15;10;N;Normal;8,399999619;NA
SP1;51B047;1;2;4;1;3;1999;21;14;N;Normal;5,800000191;NA
SP1;51B047;1;2;4;1;3;1999;27;18;N;Normal;8,800000191;NA
SP1;51B047;1;2;4;1;3;1999;33;22;T;Falha Brotacao ;NA;NA
SP1;51B047;1;2;4;1;3;1999;39;26;N;Normal;6,900000095;NA
SP1;51B047;1;2;4;1;3;1999;45;31;N;Normal;10,39999962;NA
SP1;51B047;1;2;4;1;3;1999;51;36;N;Normal;11,69999981;NA
SP1;51B047;1;2;4;1;3;1999;57;41;F;Falha Plantio;NA;NA
SP1;51B047;1;2;4;1;3;1999;63;44;N;Normal;10,19999981;NA
SP1;51B047;1;2;4;1;3;1999;69;49;D;Dominada ;NA;NA
SP1;51B047;1;2;4;1;3;1999;75;54;N;Normal;4,699999809;NA
SP1;51B047;1;2;4;2;3;2000;3;2;N;Normal;13,39999962;21,5
SP1;51B047;1;2;4;2;3;2000;9;6;N;Normal;12,30000019;20,5
SP1;51B047;1;2;4;2;3;2000;15;10;N;Normal;9,600000381;NA
SP1;51B047;1;2;4;2;3;2000;21;14;N;Normal;5,900000095;NA
SP1;51B047;1;2;4;2;3;2000;27;17;N;Normal;13,39999962;NA
SP1;51B047;1;2;4;2;3;2000;33;21;N;Normal;5,5;NA
SP1;51B047;1;2;4;2;3;2000;39;26;N;Normal;4,099999905;NA
SP1;51B047;1;2;4;2;3;2000;45;30;F;Falha Plantio;NA;NA
SP1;51B047;1;2;4;2;3;2000;51;36;N;Normal;13,69999981;NA
SP1;51B047;1;2;4;2;3;2000;57;40;H;Dominante;16,10000038;23
